Time,City,District,Longitude,Latitude,Geohash
109年09月29日 12時30分00秒,屏東縣,長治鄉,120.538903,22.713286,wsj9nyvf2p2s
109年10月30日 18時45分00秒,屏東縣,長治鄉,120.528712,22.675406,wsj8yxymfd19
109年12月04日 11時09分00秒,屏東縣,長治鄉,120.708363,23.827927,wsjzdc9psxx1
109年12月07日 00時32分00秒,屏東縣,長治鄉,120.585393,22.697621,wsj9pgzx5r1z
109年01月30日 21時23分00秒,屏東縣,高樹鄉,120.606552,22.842287,wsjcbqr1bqgm
109年03月13日 22時46分00秒,屏東縣,鹽埔鄉,120.580891,22.744435,wsj9rukrfmvp
109年03月27日 15時40分00秒,屏東縣,鹽埔鄉,120.571405,22.753841,wsj9rwjqtr7u
109年09月04日 06時18分00秒,屏東縣,鹽埔鄉,120.580180,22.738791,wsj9rg7z1cfg
109年12月17日 17時39分35秒,屏東縣,鹽埔鄉,120.578597,22.739057,wsj9rgd8sgqw
109年12月24日 07時57分00秒,屏東縣,鹽埔鄉,120.540761,22.768506,wsj9wbzh5m1u
109年07月24日 11時45分00秒,屏東縣,麟洛鄉,120.530293,22.647192,wsj8ydz3rqs6
109年11月01日 06時31分00秒,屏東縣,麟洛鄉,120.526108,22.657658,wsj8yssqmvef
109年02月27日 06時01分00秒,彰化縣,二林鎮,120.388985,23.907132,wsm8580t4smt
109年04月22日 09時45分00秒,彰化縣,二林鎮,120.425919,23.885131,wsjxuk5kzr1s
109年04月29日 06時08分00秒,彰化縣,二林鎮,120.418057,23.972238,wsm8khjb2j51
109年05月25日 08時25分00秒,彰化縣,二林鎮,120.441707,23.953280,wsm8k8wczpjb
109年06月15日 18時10分00秒,彰化縣,二林鎮,120.407400,23.900150,wsjxgyvurybu
109年07月28日 09時05分00秒,彰化縣,二林鎮,120.393054,23.898312,wsjxgwe9c2px
109年09月10日 12時55分00秒,彰化縣,二林鎮,120.382442,23.929621,wsm85k7b4hwv
109年09月14日 07時05分00秒,彰化縣,二林鎮,120.355875,23.865584,wsjxfb87p5kc
109年10月01日 04時18分00秒,彰化縣,二林鎮,120.401191,23.914136,wsm85c3mzn51
109年10月30日 09時41分00秒,彰化縣,二林鎮,120.364661,23.905950,wsjxfzyy7bh6
109年01月18日 11時38分00秒,彰化縣,伸港鄉,120.493180,24.170913,wsm9tbhmy8fb
109年01月29日 19時30分00秒,彰化縣,伸港鄉,120.487826,24.164344,wsm9mybx9b4y
109年02月07日 23時47分00秒,彰化縣,伸港鄉,120.473300,24.150590,wsm9mkmzrk72
109年07月06日 00時55分00秒,彰化縣,伸港鄉,120.498185,24.170019,wsm9w000e4ng
109年01月09日 21時53分00秒,彰化縣,北斗鎮,120.559021,23.850713,wsjxxmukkz1s
109年05月03日 04時22分00秒,彰化縣,北斗鎮,120.522253,23.881530,wsjxye3xupc7
109年11月22日 06時14分00秒,彰化縣,北斗鎮,120.545607,23.878128,wsjxz4fshjxm
109年01月02日 05時40分00秒,彰化縣,和美鎮,120.508579,24.140725,wsm9q4xtvmm3
109年03月07日 18時45分00秒,彰化縣,和美鎮,120.491630,24.121948,wsm9jz72d3p0
109年07月16日 19時18分00秒,彰化縣,和美鎮,120.506321,24.146059,wsm9q5whbz9s
109年07月17日 17時20分00秒,彰化縣,和美鎮,120.487728,24.109005,wsm9jubmps38
109年09月07日 20時21分00秒,彰化縣,和美鎮,120.496790,24.081359,wsm8vzzh4dwv
109年09月27日 20時16分00秒,彰化縣,和美鎮,120.528586,24.095968,wsm9ndw1ptgx
109年10月22日 11時49分00秒,彰化縣,和美鎮,120.539708,24.110774,wsm9nvnr6y0c
109年12月15日 00時33分00秒,彰化縣,和美鎮,120.492167,24.128430,wsm9mb7wqcre
109年02月28日 18時48分00秒,彰化縣,員林市,120.548271,23.969586,wsm8r5s8fq9v
109年06月24日 05時34分00秒,彰化縣,員林市,120.579750,23.962606,wsm8rf72rcd2
109年01月26日 21時43分00秒,彰化縣,埔鹽鄉,120.544500,24.077500,wsm8zp1vd7mf
109年02月07日 09時27分00秒,彰化縣,埔鹽鄉,120.447865,23.967903,wsm8kg5rnsvw
109年04月26日 10時57分00秒,彰化縣,埔鹽鄉,120.458088,24.009158,wsm8t4dzkzkw
109年07月09日 08時42分00秒,彰化縣,埔鹽鄉,120.440179,24.004739,wsm8s9vvexdt
109年07月31日 05時26分00秒,彰化縣,埔鹽鄉,120.441570,23.975328,wsm8kswf7vpf
109年09月16日 19時29分00秒,彰化縣,埤頭鄉,120.497377,23.889570,wsjxvuzwb6se
109年10月13日 07時36分00秒,彰化縣,埤頭鄉,120.473205,23.904118,wsjxvrtgt4sd
109年11月24日 08時32分00秒,彰化縣,埤頭鄉,120.447957,23.895372,wsjxuy588u4q
109年05月25日 05時10分00秒,彰化縣,大城鄉,120.295381,23.860375,wsjx9rskv832
109年07月30日 05時43分00秒,彰化縣,大城鄉,120.295576,23.853125,wsjx9qkdd0fc
109年10月16日 10時57分00秒,彰化縣,大城鄉,120.333907,23.875025,wsjxf626p70r
109年07月03日 10時02分00秒,彰化縣,大村鄉,120.563400,23.979795,wsm8rmrs6vfc
109年07月05日 08時02分00秒,彰化縣,大村鄉,120.561795,23.992781,wsm8rry2j6w1
109年02月07日 07時49分00秒,彰化縣,彰化市,120.593539,24.095809,wsmc04t830k5
109年03月25日 02時17分00秒,彰化縣,彰化市,120.621844,24.049029,wsmbbcfpsxvv
109年03月30日 16時20分00秒,彰化縣,彰化市,120.606231,24.089746,wsmc03quby5u
109年04月01日 07時51分00秒,彰化縣,彰化市,120.518278,24.075918,wsm8yqysrkmm
109年04月14日 00時08分00秒,彰化縣,彰化市,120.616098,24.064966,wsmbbsvuwfc3
109年06月02日 06時10分00秒,彰化縣,彰化市,120.566336,24.105133,wsm9ps1wx62p
109年06月10日 11時13分00秒,彰化縣,彰化市,120.618353,24.059450,wsmbbezs7qd9
109年08月11日 06時16分00秒,彰化縣,彰化市,120.544500,24.077500,wsm8zp1vd7mf
109年08月22日 19時40分00秒,彰化縣,彰化市,120.592229,24.088871,wsmc01hxfe52
109年09月02日 11時11分00秒,彰化縣,彰化市,120.548942,24.096639,wsm9p4tj1gn4
109年09月30日 00時10分19秒,彰化縣,彰化市,120.566336,24.105133,wsm9ps1wx62p
109年10月15日 17時48分00秒,彰化縣,彰化市,120.550592,24.079458,wsm8zpw302k3
109年11月30日 14時11分00秒,彰化縣,彰化市,120.591855,24.041636,wsmbb0sk9vu2
109年12月14日 03時57分00秒,彰化縣,彰化市,120.617727,24.063173,wsmbbsx4hsxf
109年02月14日 18時55分00秒,彰化縣,永靖鄉,120.515577,23.929528,wsm8nkhz87r6
109年02月24日 01時56分00秒,彰化縣,永靖鄉,120.545957,23.931827,wsm8phduuruk
109年06月05日 21時36分00秒,彰化縣,永靖鄉,120.551169,23.922017,wsm8p4yevg4t
109年06月25日 13時00分00秒,彰化縣,永靖鄉,120.545817,23.931866,wsm8phdv1p5v
109年07月09日 02時13分00秒,彰化縣,永靖鄉,120.538617,23.918299,wsm8nfjw1q57
109年01月09日 08時32分00秒,彰化縣,溪州鄉,120.565370,23.829803,wsjxxd148tpz
109年01月13日 11時40分00秒,彰化縣,溪州鄉,120.507940,23.847865,wsjxwjr5ys0z
109年04月22日 11時13分00秒,彰化縣,溪州鄉,120.505065,23.859912,wsjxwpt459cp
109年05月04日 13時22分00秒,彰化縣,溪州鄉,120.518371,23.838859,wsjxw7wz3t6v
109年07月24日 07時24分00秒,彰化縣,溪州鄉,120.520227,23.837545,wsjxwe2pub6w
109年08月23日 03時05分00秒,彰化縣,溪州鄉,120.537378,23.837930,wsjxwgsdh2pr
109年08月24日 09時36分00秒,彰化縣,溪州鄉,120.556421,23.834316,wsjxx6fsbnwb
109年01月09日 08時23分00秒,彰化縣,溪湖鎮,120.484014,23.957160,wsm8m9mb9423
109年05月08日 07時53分00秒,彰化縣,溪湖鎮,120.448241,23.956372,wsm8kc5ezrqj
109年05月29日 05時35分00秒,彰化縣,溪湖鎮,120.526766,23.950574,wsm8q8hfjnwd
109年09月24日 22時50分00秒,彰化縣,溪湖鎮,120.481700,23.934940,wsm8jthp5h4y
109年10月20日 14時40分00秒,彰化縣,溪湖鎮,120.492819,23.927725,wsm8jgujn5jz
109年03月14日 15時10分00秒,彰化縣,田中鎮,120.576664,23.860245,wsjxxz9hpbj1
109年08月16日 20時05分00秒,彰化縣,田中鎮,120.575378,23.868906,wsjxzc0q3yw6
109年02月04日 12時06分00秒,彰化縣,田尾鄉,120.548323,23.890760,wsjxzjhtg82w
109年02月14日 18時02分00秒,彰化縣,田尾鄉,120.550226,23.870618,wsjxz1tbrvew
109年04月03日 05時59分00秒,彰化縣,田尾鄉,120.501973,23.914442,wsm8n16zerpe
109年05月04日 18時25分00秒,彰化縣,田尾鄉,120.530110,23.893530,wsjxytxmghgf
109年06月26日 07時13分00秒,彰化縣,田尾鄉,120.554748,23.869761,wsjxz3373jzq
109年08月31日 13時27分00秒,彰化縣,田尾鄉,120.493367,23.908438,wsm8jbksdzy7
109年05月12日 14時30分00秒,彰化縣,社頭鄉,120.600917,23.917021,wsmb03fytpce
109年08月18日 15時45分00秒,彰化縣,社頭鄉,120.570644,23.911101,wsm8p8uu78k3
109年10月11日 17時23分00秒,彰化縣,社頭鄉,120.489807,23.830719,wsjxtf3bpbpb
109年03月16日 19時32分00秒,彰化縣,福興鄉,120.473880,24.019044,wsm8tkw3hf7f
109年04月15日 09時15分00秒,彰化縣,福興鄉,120.412738,24.028458,wsm8sn1zujjp
109年08月08日 07時51分00秒,彰化縣,福興鄉,120.544500,24.077500,wsm8zp1vd7mf
109年08月15日 07時53分00秒,彰化縣,福興鄉,120.444488,24.027822,wsm8sy0upyxt
109年11月16日 10時12分00秒,彰化縣,福興鄉,120.473225,24.012805,wsm8t7mutx73
109年12月03日 17時00分00秒,彰化縣,福興鄉,120.418312,24.028827,wsm8snmfn412
109年05月08日 08時56分00秒,彰化縣,秀水鄉,120.502137,24.036996,wsm8wpfcxkcf
109年06月26日 16時36分00秒,彰化縣,秀水鄉,120.514845,24.009639,wsm8w6u4r3je
109年10月24日 23時10分00秒,彰化縣,秀水鄉,120.510460,24.016219,wsm8wk1095xy
109年11月19日 22時20分00秒,彰化縣,秀水鄉,120.496956,24.033003,wsm8tzp4qs6x
109年02月17日 15時28分00秒,彰化縣,竹塘鄉,120.405571,23.884739,wsjxguhdtnhc
109年04月19日 07時11分00秒,彰化縣,竹塘鄉,120.427595,23.846672,wsjxsmhsymg7
109年05月03日 16時30分00秒,彰化縣,竹塘鄉,120.444655,23.837391,wsjxsg3nggu0
109年12月13日 08時32分00秒,彰化縣,竹塘鄉,120.347620,23.906567,wsm84843yg1d
109年04月15日 09時09分00秒,彰化縣,線西鄉,120.462196,24.136254,wsm9m1vguege
109年05月16日 12時14分00秒,彰化縣,線西鄉,120.442275,24.142693,wsm9kep3kkjm
109年06月09日 17時14分00秒,彰化縣,線西鄉,120.476120,24.124633,wsm9jxb01jd1
109年06月25日 23時06分00秒,彰化縣,線西鄉,120.450783,24.146582,wsm9kgv849js
109年12月13日 23時48分00秒,彰化縣,線西鄉,120.469703,24.125705,wsm9jrgq7t3k
109年12月18日 05時13分00秒,彰化縣,線西鄉,120.463970,24.122731,wsm9jprjjfyr
109年01月09日 06時09分00秒,彰化縣,芬園鄉,120.626786,24.019339,wsmb8utdzc6f
109年01月16日 20時57分00秒,彰化縣,芬園鄉,120.634478,23.992982,wsmb3pg37042
109年09月06日 16時07分00秒,彰化縣,芬園鄉,120.592046,24.035768,wsmb8ps6qrfu
109年05月21日 06時00分00秒,彰化縣,花壇鄉,120.579285,24.053393,wsm8zfg1hvrw
109年06月19日 08時24分00秒,彰化縣,花壇鄉,120.568032,24.014309,wsm8xedvqz8t
109年07月06日 06時39分00秒,彰化縣,花壇鄉,120.545810,24.020675,wsm8xhff8fqg
109年07月26日 02時51分00秒,彰化縣,花壇鄉,120.590028,24.019822,wsmb8hdvx765
109年09月13日 19時40分00秒,彰化縣,花壇鄉,120.538032,24.036331,wsm8wztjg8z5
109年09月17日 15時07分00秒,彰化縣,花壇鄉,120.554615,24.006631,wsm8x630y0k7
109年01月08日 07時43分00秒,彰化縣,芳苑鄉,120.352081,23.899664,wsjxfwv9wsrb
109年03月18日 16時13分00秒,彰化縣,芳苑鄉,120.382972,23.949461,wsm85ru5wx1g
109年04月08日 08時00分00秒,彰化縣,芳苑鄉,120.339976,23.960546,wsm863uuk9tb
109年05月27日 13時53分00秒,彰化縣,芳苑鄉,120.373750,23.966535,wsm874vrptvw
109年07月03日 16時11分00秒,彰化縣,芳苑鄉,120.327903,23.900356,wsjxfnujem78
109年08月10日 14時27分00秒,彰化縣,芳苑鄉,120.368232,23.959726,wsm8719rx0eh
109年10月17日 08時53分00秒,彰化縣,芳苑鄉,120.349786,23.976203,wsm86ssp920t
109年11月23日 16時55分00秒,彰化縣,芳苑鄉,120.331711,23.982419,wsm86jygsnfv
109年02月03日 09時57分00秒,彰化縣,鹿港鎮,120.416775,24.077235,wsm8uphu41zm
109年02月09日 05時05分00秒,彰化縣,鹿港鎮,120.457436,24.108489,wsm9jhf6jsn6
109年05月31日 05時52分00秒,彰化縣,鹿港鎮,120.437011,24.061094,wsm8us5w1c02
109年06月19日 12時23分00秒,彰化縣,鹿港鎮,120.470494,24.099455,wsm9j75vtbp0
109年07月04日 06時20分00秒,彰化縣,鹿港鎮,120.440387,24.059726,wsm8ueyn06j8
109年07月12日 23時41分00秒,彰化縣,鹿港鎮,120.481274,24.085539,wsm9j8eu3jvh
109年07月13日 14時02分00秒,彰化縣,鹿港鎮,120.479558,24.048981,wsm8v9fx3nvx
109年07月27日 02時09分00秒,彰化縣,鹿港鎮,120.416773,24.076947,wsm8uphf6hjz
109年12月23日 18時49分00秒,彰化縣,鹿港鎮,120.481537,24.085894,wsm9j8eyx216
109年02月17日 19時55分00秒,新北市,三峽區,121.363383,24.918850,wsqmc8q4gf36
109年05月31日 10時58分00秒,新北市,三峽區,121.367118,24.921226,wsqmcbbbdv4r
109年07月15日 01時36分00秒,新北市,三峽區,121.366709,24.927468,wsqmccbt12c6
109年10月01日 19時11分00秒,新北市,三峽區,121.417364,24.928716,wsqmffjkm9kx
109年11月14日 14時50分00秒,新北市,三峽區,121.370134,24.920191,wsqmcbe49h73
109年11月17日 11時28分00秒,新北市,三峽區,121.378145,24.942562,wsqmfh8ugy89
109年12月01日 07時59分00秒,新北市,三峽區,121.418152,24.876645,wsqmdbwhbn8p
109年12月08日 09時26分00秒,新北市,三峽區,121.391589,24.934242,wsqmf74smp97
109年08月18日 10時11分00秒,新北市,三芝區,121.503844,25.257621,wsqrsyh2kcbd
109年01月18日 17時00分00秒,新北市,三重區,121.484853,25.082933,wsqqsqnwdjxg
109年02月03日 21時22分00秒,新北市,三重區,121.443241,25.024787,wsqq7e87bw7v
109年03月17日 05時30分00秒,新北市,三重區,121.484274,25.088247,wsqqsrnjsu0n
109年05月10日 01時48分00秒,新北市,三重區,121.483225,25.054263,wsqqs2vrsm4h
109年08月12日 14時32分00秒,新北市,三重區,121.484434,25.068983,wsqqs7wm2mps
109年10月31日 17時12分00秒,新北市,三重區,121.476462,25.057225,wsqqs382ytr1
109年11月26日 14時01分00秒,新北市,三重區,121.495841,25.064221,wsqqsdy9dm3n
109年12月16日 07時46分00秒,新北市,三重區,121.498531,25.071757,wsqqsu0t8fr0
109年01月03日 02時38分00秒,新北市,中和區,121.505006,24.993558,wsqqhvvnpbgh
109年03月24日 09時40分00秒,新北市,中和區,121.484655,24.989302,wsqqhmnmjxs2
109年08月13日 08時18分00秒,新北市,中和區,121.505044,24.994222,wsqqhyj3bsxm
109年09月05日 07時25分00秒,新北市,中和區,121.485198,24.993454,wsqqhmyv6m90
109年02月03日 21時03分00秒,新北市,五股區,121.429959,25.117930,wsqqghwde1s0
109年03月18日 15時55分00秒,新北市,五股區,121.438610,25.078531,wsqqemkvh9n8
109年03月27日 03時37分00秒,新北市,五股區,121.436541,25.072749,wsqqek77k7pv
109年06月14日 05時40分00秒,新北市,五股區,121.458371,25.075385,wsqqeug69nt9
109年07月12日 20時20分00秒,新北市,五股區,121.409395,25.099218,wsqqf9ptecq7
109年09月08日 00時19分00秒,新北市,五股區,121.449729,25.102366,wsqqg9szzu1t
109年11月05日 12時41分00秒,新北市,五股區,121.458371,25.075385,wsqqeug69nt9
109年11月07日 00時29分00秒,新北市,五股區,121.435928,25.086064,wsqqeqfbyjqb
109年01月02日 22時44分00秒,新北市,八里區,121.435911,25.156852,wsqr57dvmc45
109年09月15日 10時20分00秒,新北市,八里區,121.410759,25.154970,wsqr4g2d7dr2
109年11月07日 07時12分00秒,新北市,八里區,121.452096,25.128670,wsqqgww9ngwe
109年01月11日 20時51分00秒,新北市,土城區,121.472857,24.990357,wsqqhjmg6spn
109年01月13日 23時15分00秒,新北市,土城區,121.426018,24.968611,wsqq517sxq3q
109年01月17日 12時10分00秒,新北市,土城區,121.428530,24.969319,wsqq51t8cf6t
109年02月10日 15時52分00秒,新北市,土城區,121.430514,24.964815,wsqq50xn84cf
109年05月04日 18時00分00秒,新北市,土城區,121.433784,24.965382,wsqq52c3uk80
109年05月13日 14時06分00秒,新北市,土城區,121.408391,24.950458,wsqmfwnfuw3z
109年10月20日 16時38分00秒,新北市,土城區,121.437742,24.972709,wsqq56hk86r7
109年11月26日 18時37分00秒,新北市,土城區,121.438912,24.981379,wsqq57tp5dxf
109年06月09日 15時15分00秒,新北市,坪林區,121.720231,24.901738,wsqt9v1znuqt
109年06月12日 13時40分00秒,新北市,坪林區,121.720231,24.901738,wsqt9v1znuqt
109年08月30日 08時38分00秒,新北市,坪林區,121.720231,24.901738,wsqt9v1znuqt
109年01月01日 17時58分00秒,新北市,新店區,121.504547,24.957630,wsqmuzkutpkv
109年01月06日 19時18分00秒,新北市,新店區,121.540362,24.964583,wsqqj8wvpxw6
109年01月13日 23時00分00秒,新北市,新店區,121.533421,24.992131,wsqqjt9vtyyu
109年03月18日 09時48分00秒,新北市,新店區,121.541167,24.962589,wsqqj8r9d7ye
109年09月19日 11時09分00秒,新北市,新店區,121.529178,24.948349,wsqmvmwyej74
109年09月19日 15時43分00秒,新北市,新店區,121.560468,24.954717,wsqmynveu0qt
109年09月26日 15時55分00秒,新北市,新店區,121.603892,24.955276,wsqmznvr009g
109年02月07日 02時01分00秒,新北市,新莊區,121.463212,25.039614,wsqq7yqf3fr7
109年02月21日 06時15分00秒,新北市,新莊區,121.452619,25.036297,wsqq7txp50h8
109年03月03日 18時50分00秒,新北市,新莊區,121.461328,25.036859,wsqq7vv6q0f3
109年03月22日 00時21分00秒,新北市,新莊區,121.417434,25.025266,wsqq6gtqxr8w
109年03月24日 10時04分00秒,新北市,新莊區,121.442470,25.053583,wsqqe2zewwkg
109年03月24日 17時12分00秒,新北市,新莊區,121.453971,25.033547,wsqq7v0nfxks
109年04月10日 17時14分00秒,新北市,新莊區,121.418597,25.029608,wsqq6uw2435g
109年06月08日 10時36分00秒,新北市,新莊區,121.418597,25.029608,wsqq6uw2435g
109年07月18日 14時13分00秒,新北市,新莊區,121.460423,25.042322,wsqq7yuf0gpt
109年07月18日 14時25分00秒,新北市,新莊區,121.423353,25.019528,wsqq749v34n3
109年07月21日 19時53分00秒,新北市,新莊區,121.453971,25.033547,wsqq7v0nfxks
109年08月09日 07時50分00秒,新北市,新莊區,121.453971,25.033547,wsqq7v0nfxks
109年10月18日 13時04分00秒,新北市,新莊區,121.465456,25.046935,wsqqkp8kyr0e
109年10月27日 14時36分00秒,新北市,新莊區,121.455495,25.044233,wsqq7z1jnpmj
109年11月16日 21時55分00秒,新北市,新莊區,121.452619,25.036297,wsqq7txp50h8
109年12月23日 17時50分00秒,新北市,新莊區,121.453971,25.033547,wsqq7v0nfxks
109年12月29日 08時10分00秒,新北市,新莊區,121.438374,25.015856,wsqq73uxzjw9
109年01月02日 19時21分00秒,新北市,板橋區,121.448327,24.996772,wsqq5webz0h1
109年02月04日 03時00分00秒,新北市,板橋區,121.441132,25.000711,wsqq5rnxxqr4
109年04月29日 06時40分00秒,新北市,板橋區,121.465383,25.034042,wsqqkj23uedj
109年05月01日 17時00分00秒,新北市,板橋區,121.464230,25.011520,wsqq7cpw9tq2
109年05月05日 21時21分00秒,新北市,板橋區,121.469820,25.036062,wsqqkjeteunx
109年06月01日 11時03分00秒,新北市,板橋區,121.485541,25.022253,wsqqk7pj4q0c
109年06月16日 07時29分00秒,新北市,板橋區,121.469971,25.026891,wsqqkh58pqx5
109年07月05日 08時34分00秒,新北市,板橋區,121.465128,25.018586,wsqqk42pyd7y
109年07月05日 15時31分00秒,新北市,板橋區,121.470640,25.014406,wsqqk1sprp3b
109年07月17日 17時05分00秒,新北市,板橋區,121.454002,24.998970,wsqq5ybje3gb
109年08月04日 02時55分00秒,新北市,板橋區,121.470823,25.034292,wsqqkjk77662
109年08月15日 17時13分00秒,新北市,板橋區,121.434483,24.988451,wsqq5m1bk8ck
109年08月27日 18時38分00秒,新北市,板橋區,121.479707,25.026104,wsqqk7fgd7fv
109年01月21日 01時35分00秒,新北市,林口區,121.367766,25.135696,wsqqczc61cme
109年02月05日 14時43分00秒,新北市,林口區,121.384077,25.100406,wsqqf1mhmyzf
109年02月29日 00時55分00秒,新北市,林口區,121.360028,25.100514,wsqqc97tjdgw
109年11月07日 17時24分00秒,新北市,林口區,121.361518,25.070705,wsqq9euz2q4s
109年12月02日 05時52分00秒,新北市,林口區,121.372480,25.080338,wsqq9vsxxcbe
109年07月26日 20時14分00秒,新北市,樹林區,121.371934,24.946116,wsqmcvk3ej16
109年08月01日 08時09分00秒,新北市,樹林區,121.411954,24.970359,wsqq4c9qzs69
109年08月02日 18時44分00秒,新北市,樹林區,121.424782,24.984329,wsqq5h6b62rz
109年08月26日 18時21分00秒,新北市,樹林區,121.421324,24.992942,wsqq5jb63yj6
109年03月29日 06時10分00秒,新北市,永和區,121.528716,24.997209,wsqqjqwe236x
109年04月28日 12時00分00秒,新北市,永和區,121.515481,24.997463,wsqqjnsugbvg
109年02月10日 03時00分57秒,新北市,汐止區,121.668533,25.081816,wsqw8wh24m3s
109年02月12日 06時47分00秒,新北市,汐止區,121.641586,25.062414,wsqw842xnksd
109年03月21日 12時37分00秒,新北市,汐止區,121.635617,25.056589,wsqqxckm5q9z
109年04月01日 21時17分00秒,新北市,汐止區,121.662039,25.069739,wsqw87z9ffp6
109年07月05日 02時40分44秒,新北市,汐止區,121.668534,25.081816,wsqw8wh24m6k
109年07月22日 08時25分00秒,新北市,汐止區,121.641263,25.059834,wsqw8402nges
109年09月04日 19時03分14秒,新北市,汐止區,121.642705,25.063755,wsqw849wbqwf
109年09月12日 22時20分00秒,新北市,汐止區,121.638240,25.073213,wsqqxuqq03tt
109年09月13日 03時49分00秒,新北市,汐止區,121.642364,25.097410,wsqwb0c7082d
109年11月03日 06時47分00秒,新北市,汐止區,121.662345,25.065799,wsqw87pff5ee
109年04月03日 06時32分00秒,新北市,泰山區,121.434636,25.054612,wsqqe3418n5q
109年04月26日 16時37分00秒,新北市,泰山區,121.409422,25.071407,wsqqdspes948
109年11月17日 21時29分00秒,新北市,泰山區,121.430463,25.054115,wsqqe0yyycec
109年02月05日 06時48分00秒,新北市,淡水區,121.459527,25.145854,wsqr5csjhngt
109年02月26日 12時58分00秒,新北市,淡水區,121.454057,25.180084,wsqr5zbhseug
109年03月20日 01時28分00秒,新北市,淡水區,121.457766,25.097622,wsqqgbfu5pf6
109年06月06日 07時00分00秒,新北市,淡水區,121.457766,25.097622,wsqqgbfu5pf6
109年11月29日 17時14分00秒,新北市,淡水區,121.466046,25.182357,wsqrk02cu586
109年01月17日 11時45分00秒,新北市,深坑區,121.622037,25.004816,wsqqpxfrwgec
109年04月23日 22時33分00秒,新北市,烏來區,121.547450,24.865743,wsqmmysjky7w
109年05月31日 05時37分00秒,新北市,瑞芳區,121.776212,25.040389,wsqw7n6wz6uf
109年10月13日 11時30分00秒,新北市,瑞芳區,121.836277,25.127351,wsqwuqq3rj8x
109年12月01日 07時01分00秒,新北市,瑞芳區,121.842028,25.122113,wsqwut6dvj2c
109年09月20日 16時30分00秒,新北市,石碇區,121.643924,25.019186,wsqw24d7kf7c
109年10月12日 07時14分00秒,新北市,石碇區,121.660169,24.990944,wsqw0mqnz3t5
109年05月17日 09時17分00秒,新北市,石門區,121.574948,25.297552,wsqryt20vt7x
109年06月04日 08時02分00秒,新北市,石門區,121.571389,25.268611,wsqry2j86dmz
109年02月23日 22時37分00秒,新北市,萬里區,121.688090,25.182107,wsqx30686hbr
109年01月19日 09時56分00秒,新北市,蘆洲區,121.456540,25.090520,wsqqez9fyebm
109年06月11日 16時30分00秒,新北市,蘆洲區,121.477926,25.089748,wsqqsr3w2u4b
109年08月02日 02時22分00秒,新北市,蘆洲區,121.471517,25.085780,wsqqsnsz72rf
109年10月27日 05時35分00秒,新北市,蘆洲區,121.471524,25.086891,wsqqsnuvexmj
109年11月29日 07時48分00秒,新北市,蘆洲區,121.473735,25.097507,wsqqu0y7x4mu
109年05月09日 18時14分00秒,新北市,貢寮區,121.944716,25.015890,wsqwqfj2jgfs
109年07月23日 03時04分00秒,新北市,貢寮區,121.944716,25.015890,wsqwqfj2jgfs
109年10月12日 18時05分00秒,新北市,貢寮區,121.917346,25.074329,wsqwwk9s81dn
109年06月22日 02時31分00秒,新北市,金山區,121.586677,25.189111,wsqrqc89nyt7
109年01月11日 01時36分00秒,新北市,鶯歌區,121.342726,24.961497,wsqq10p562q3
109年01月16日 18時38分00秒,新北市,鶯歌區,121.342746,24.961503,wsqq10p56cmm
109年01月20日 11時07分05秒,新北市,鶯歌區,121.334524,24.938709,wsqmc5cne269
109年03月16日 11時38分00秒,新北市,鶯歌區,121.337300,24.972581,wsqq1455u482
109年03月24日 22時52分00秒,新北市,鶯歌區,121.339769,24.968094,wsqq11kctw1d
109年06月02日 22時36分00秒,新北市,鶯歌區,121.337994,24.948643,wsqmcjg8khju
109年08月20日 12時05分00秒,新北市,鶯歌區,121.350000,24.950000,wsqmcqh27cn7
109年01月21日 06時25分18秒,新竹市,北區中,120.969152,24.805852,wsqj0ez099cq
109年04月16日 16時28分00秒,新竹市,北區北,120.963765,24.807062,wsqj0egps588
109年04月02日 20時38分00秒,新竹市,北區東,120.940715,24.835658,wsqj214q4yjq
109年06月21日 23時35分47秒,新竹市,北區東,120.941728,24.836720,wsqj217h6s0t
109年08月18日 00時12分48秒,新竹市,北區東,120.969935,24.810960,wsqj0sxw7f1m
109年01月24日 20時42分00秒,新竹市,北區湳,120.975391,24.821754,wsqj0yet4ymd
109年02月25日 22時04分00秒,新竹市,北區經,120.955513,24.804773,wsqj07t478z6
109年10月19日 01時54分00秒,新竹市,北區西,120.927556,24.827533,wsmvpz8yb795
109年10月29日 05時20分00秒,新竹市,北區西,120.961403,24.800156,wsqj0d9rkupk
109年05月29日 22時34分00秒,新竹市,東區中,120.990304,24.813260,wsqj1jn7wqvt
109年06月14日 14時37分00秒,新竹市,東區中,120.975314,24.804342,wsqj0g7xc0kp
109年11月02日 11時51分00秒,新竹市,東區光,120.994267,24.798568,wsqj163q4u0s
109年11月02日 21時05分00秒,新竹市,東區光,121.003029,24.792143,wsqj13r8wymv
109年12月19日 05時59分00秒,新竹市,東區園,121.018953,24.761171,wsqhcgek3bzf
109年11月25日 20時18分52秒,新竹市,東區東,120.971147,24.804202,wsqj0g2wbn3h
109年03月13日 11時30分00秒,新竹市,東區民,120.974677,24.812974,wsqj0v544395
109年09月04日 22時31分00秒,新竹市,東區田,120.976884,24.815463,wsqj0vs8t9wf
109年03月24日 08時31分00秒,新竹市,東區竹,120.972190,24.796981,wsqj0f1kbk69
